id,version_status,organism_name,annotation_provider,annotation_date
GCF_000170675.1,suppressed,candidate division TM7 single-cell isolate TM7c,NCBI RefSeq,2015/02/27
GCF_000170715.1,suppressed,Beggiatoa sp. PS,NCBI RefSeq,2010/11/18
GCF_000172015.1,suppressed,Escherichia coli O157:H7 str. EC4501,NCBI RefSeq,2023/05/16
GCF_000172295.1,replaced,Borreliella burgdorferi 29805,NCBI RefSeq,2010/11/18
GCF_000172775.1,suppressed,Rhizobium etli bv. mimosae str. IE4771,NCBI RefSeq,2010/11/18
GCF_000173835.1,suppressed,Alicyclobacillus acidocaldarius LAA1,NCBI RefSeq,2020/12/07
GCF_000174795.1,replaced,Geobacillus sp. Y412MC52,NCBI RefSeq,2010/11/18
GCF_000174895.1,suppressed,Ruminococcus flavefaciens FD-1,NCBI RefSeq,2021/03/19
GCF_000175095.1,suppressed,Nitrosomonas sp. AL212,NCBI RefSeq,2010/11/18
GCF_000175255.1,replaced,Zymomonas mobilis subsp. mobilis ATCC 10988,NCBI RefSeq,2010/11/18
GCF_000175575.1,replaced,Acidithiobacillus caldus ATCC 51756,NCBI RefSeq,2010/11/18
GCF_000175775.1,suppressed,Thermoanaerobacter sp. X561,NCBI RefSeq,2020/12/16
GCF_000175935.1,replaced,Pantoea sp. At-9b,NCBI RefSeq,2010/11/18
GCF_000176035.1,replaced,Mesorhizobium opportunistum WSM2075,NCBI RefSeq,2010/11/18
GCF_000176395.1,suppressed,Vibrio cholerae RC27,NCBI RefSeq,2024/02/17
GCF_000176435.1,suppressed,Vibrio cholerae INDRE 91/1,NCBI RefSeq,2024/02/17
GCF_000176495.1,suppressed,Gardnerella vaginalis 5-1,NCBI RefSeq,2023/04/05
GCF_000176595.1,replaced,Escherichia coli TA206,NCBI RefSeq,2010/11/18
GCF_000176695.1,replaced,Escherichia coli H299,NCBI RefSeq,2010/11/18
GCF_000176895.1,suppressed,Limnospira indica PCC 8005,NCBI RefSeq,2010/11/18
GCF_000177015.1,suppressed,Ruminococcaceae bacterium D16,NCBI RefSeq,2010/11/18
GCF_000177235.1,replaced,Evansella cellulosilytica DSM 2522,NCBI RefSeq,2010/11/18
GCF_000177535.1,replaced,Corynebacterium resistens DSM 45100,NCBI RefSeq,2010/11/18
GCF_000177635.1,replaced,Desulfurispirillum indicum S5,NCBI RefSeq,2010/11/18
GCF_000177795.1,replaced,Mycobacterium tuberculosis SUMu003,NCBI RefSeq,2010/11/18
GCF_000177895.1,replaced,Mycobacterium tuberculosis SUMu008,NCBI RefSeq,2010/11/18
GCF_000178155.1,replaced,Ruminococcus albus 8,NCBI RefSeq,2010/11/18
GCF_000178415.1,suppressed,Burkholderia sp. Ch1-1,NCBI RefSeq,2010/11/18
GCF_000178835.1,replaced,Cellulosilyticum lentocellum DSM 5427,NCBI RefSeq,2010/11/18
GCF_000178935.1,replaced,Helicobacter pylori 35A,NCBI RefSeq,2010/11/18
GCF_000179315.1,suppressed,delta proteobacterium NaphS2,NCBI RefSeq,2020/01/20
GCF_000179575.1,replaced,Methanothermococcus okinawensis IH1,NCBI RefSeq,2010/11/18
GCF_000179635.1,replaced,Ruminococcus albus 7 = DSM 20455,NCBI RefSeq,2010/11/18
GCF_000180235.1,suppressed,Salmonella enterica subsp. enterica serovar Typhi str. E01-6750,NCBI RefSeq,2010/11/18
GCF_000180335.1,suppressed,Salmonella enterica subsp. enterica serovar Typhi str. M223,NCBI RefSeq,2010/11/18
GCF_000180395.1,suppressed,Staphylococcus aureus subsp. aureus str. CF-Marseille,NCBI RefSeq,2019/04/01
GCF_000181455.1,replaced,Yersinia pestis CA88-4125,NCBI RefSeq,2010/11/19
GCF_000181555.1,replaced,Borreliella burgdorferi 156a,NCBI RefSeq,2010/11/19
GCF_000181895.1,replaced,Borreliella spielmanii A14S,NCBI RefSeq,2010/11/19
GCF_000182925.1,replaced,Neurospora crassa OR74A,NCBI RefSeq,2010/11/22
GCF_000182965.1,suppressed,Candida albicans SC5314,NCBI RefSeq,2010/11/22
GCF_000182985.1,suppressed,Vairimorpha ceranae BRL01,NCBI RefSeq,2010/11/22
GCF_000162535.1,suppressed,Parabacteroides sp. 20_3,NCBI RefSeq,2017/06/12
GCF_000144975.1,suppressed,Burkholderiales bacterium 1_1_47,NCBI RefSeq,2020/06/30
GCF_000147835.1,replaced,Sphingobium chlorophenolicum L-1,NCBI RefSeq,2010/12/01
GCF_000147795.1,replaced,Sinorhizobium meliloti AK83,NCBI RefSeq,2010/12/01
GCF_000149085.1,suppressed,Lactobacillus iners LactinV 09V1-c,NCBI RefSeq,2021/07/11
GCF_000149145.1,suppressed,Lactobacillus iners SPIN 2503V10-D,NCBI RefSeq,2021/07/11
GCF_000180035.1,suppressed,Streptococcus parasanguinis F0405,NCBI RefSeq,2023/04/03
GCF_000165715.1,replaced,Rubinisphaera brasiliensis DSM 5305,NCBI RefSeq,2010/12/01
GCF_000165655.1,suppressed,Escherichia coli 1827-70,NCBI RefSeq,2020/05/12
GCF_000183545.1,replaced,Thermaerobacter subterraneus DSM 13965,NCBI RefSeq,2010/12/14
GCF_000002285.2,replaced,Canis lupus familiaris,NCBI RefSeq,2010/12/15
GCF_000002275.2,suppressed,Ornithorhynchus anatinus,NCBI RefSeq,2016/04/12
GCF_000002295.2,suppressed,Monodelphis domestica,NCBI RefSeq,2016/04/14
GCF_000002035.4,replaced,Danio rerio,NCBI RefSeq,2011/01/06
GCF_000155915.2,suppressed,Lactobacillus jensenii 1153,NCBI RefSeq,2019/11/28
GCF_000185685.1,suppressed,Enterobacteriaceae bacterium 9_2_54FAA,NCBI RefSeq,2011/01/27
GCF_000146045.1,replaced,Saccharomyces cerevisiae S288C,NCBI RefSeq,2011/02/15
GCF_000142985.2,suppressed,Acyrthosiphon pisum,NCBI RefSeq,2016/05/12
GCF_000091025.3,suppressed,Eremothecium gossypii ATCC 10895,NCBI RefSeq,2011/02/25
GCF_000175315.2,replaced,Actinomyces viscosus C505,NCBI RefSeq,2011/03/24
GCF_000189295.1,replaced,Pseudodesulfovibrio mercurii,NCBI RefSeq,2011/03/24
GCF_000192045.1,replaced,Xanthomonas perforans 91-118,NCBI RefSeq,2015/08/08
GCF_000189775.1,replaced,Thermoanaerobacterium xylanolyticum LX-11,NCBI RefSeq,2011/03/25
GCF_000192295.1,suppressed,Thermoanaerobacter ethanolicus JW 200,NCBI RefSeq,2015/08/12
GCF_000175095.2,suppressed,Nitrosomonas sp. AL212,NCBI RefSeq,2020/09/23
GCF_000191805.1,suppressed,Lachnospiraceae bacterium 6_1_37FAA,NCBI RefSeq,2019/12/14
GCF_000186945.1,suppressed,Solobacterium moorei F0204,NCBI RefSeq,2011/03/24
GCF_000192845.1,suppressed,Sphingobacterium sp. 21,NCBI RefSeq,2020/12/17
GCF_000189755.1,replaced,Desulfotomaculum nigrificans DSM 574,NCBI RefSeq,2011/03/25
GCF_000156155.1,suppressed,beta proteobacterium KB13,NCBI RefSeq,2019/12/14
GCF_000156255.1,suppressed,Ruegeria sp. R11,NCBI RefSeq,2019/10/26
GCF_000156615.1,replaced,Corynebacterium pseudogenitalium ATCC 33035,NCBI RefSeq,2010/10/15
GCF_000157075.1,suppressed,Bacteroides sp. 9_1_42FAA,NCBI RefSeq,2014/10/11
GCF_000157115.1,replaced,Escherichia coli,NCBI RefSeq,2014/09/27
GCF_000158095.1,replaced,Roseibium alexandrii DFL-11,NCBI RefSeq,2017/05/15
GCF_000158195.1,replaced,Fusobacterium mortiferum ATCC 9817,NCBI RefSeq,2010/10/15
GCF_000158295.1,replaced,Fusobacterium necrophorum D12,NCBI RefSeq,2010/10/15
GCF_000158355.1,replaced,Citrobacter portucalensis,NCBI RefSeq,2010/10/15
GCF_000158555.1,suppressed,Coprobacillus sp. D7,NCBI RefSeq,2010/10/15
GCF_000158655.1,suppressed,[Clostridium] methylpentosum DSM 5476,NCBI RefSeq,2020/07/05
GCF_000159075.1,replaced,Bacteroides sp. D2,NCBI RefSeq,2010/10/15
GCF_000159375.1,replaced,Ligilactobacillus ruminis ATCC 25644,NCBI RefSeq,2010/10/15
GCF_000159475.1,replaced,Limosilactobacillus reuteri MM4-1A,NCBI RefSeq,2010/10/15
GCF_000159795.1,suppressed,Xanthomonas vasicola pv. vasculorum NCPPB 702,NCBI RefSeq,2010/10/15
GCF_000159895.1,replaced,Escherichia sp. 1_1_43,NCBI RefSeq,2010/10/15
GCF_000160455.1,replaced,Acetomicrobium hydrogeniformans ATCC BAA-1850,NCBI RefSeq,2015/08/12
GCF_000160815.1,replaced,Erysipelothrix rhusiopathiae ATCC 19414,NCBI RefSeq,2010/10/15
GCF_000161015.1,suppressed,Bacillus cereus ATCC 4342,NCBI RefSeq,2022/12/29
GCF_000161215.1,suppressed,Bacillus cereus Rock3-29,NCBI RefSeq,2022/12/29
GCF_000161475.1,suppressed,Bacillus thuringiensis serovar tochigiensis BGSC 4Y1,NCBI RefSeq,2023/11/09
GCF_000161775.1,suppressed,Ruegeria lacuscaerulensis ITI-1157,NCBI RefSeq,2021/07/04
GCF_000161975.1,suppressed,Eubacterium saphenum ATCC 49989,NCBI RefSeq,2020/04/26
GCF_000162235.1,replaced,Fusobacterium vincentii 3_1_36A2,NCBI RefSeq,2010/10/15
GCF_000162435.1,suppressed,Lactobacillus jensenii 115-3-CHN,NCBI RefSeq,2022/12/16
GCF_000162755.1,replaced,Legionella drancourtii LLAP12,NCBI RefSeq,2010/10/15
GCF_000163315.1,suppressed,Pseudomonas syringae pv. syringae FF5,NCBI RefSeq,2010/10/15
GCF_000163375.1,replaced,Acinetobacter baumannii 6013113,NCBI RefSeq,2010/10/15
GCF_000163775.1,replaced,Simonsiella muelleri ATCC 29453,NCBI RefSeq,2010/10/15
GCF_000165595.1,suppressed,Borreliella afzelii PKo,NCBI RefSeq,2010/10/25
GCF_000006355.1,replaced,Plasmodium knowlesi strain H,NCBI RefSeq,2010/11/03
GCF_000166835.1,suppressed,Xylella fastidiosa Dixon,NCBI RefSeq,2020/11/28
GCF_000167475.1,suppressed,Wolbachia endosymbiont of Drosophila ananassae,NCBI RefSeq,2022/07/26
GCF_000167655.1,suppressed,Ehrlichia chaffeensis str. Sapulpa,NCBI RefSeq,2020/11/28
GCF_000167715.1,suppressed,Streptococcus agalactiae 18RS21,NCBI RefSeq,2019/08/25
GCF_000167915.1,replaced,Escherichia coli 53638,NCBI RefSeq,2010/11/18
GCF_000168075.1,suppressed,Shigella dysenteriae 1012,NCBI RefSeq,2023/11/09
GCF_000168235.1,suppressed,Yersinia pestis biovar Orientalis str. IP275,NCBI RefSeq,2010/11/18
GCF_000168355.1,replaced,Streptococcus suis 05HAS68,NCBI RefSeq,2010/11/18
GCF_000168455.1,suppressed,Listeria monocytogenes FSL J2-003,NCBI RefSeq,2019/08/12
GCF_000168775.1,replaced,Francisella tularensis subsp. holarctica FSC200,NCBI RefSeq,2010/11/18
GCF_000168875.1,replaced,Coxiella burnetii 'MSU Goat Q177',NCBI RefSeq,2010/11/18
GCF_000169075.1,suppressed,marine gamma proteobacterium HTCC2143,NCBI RefSeq,2020/02/04
GCF_000169295.1,suppressed,candidate division TM7 genomosp. GTL1,NCBI RefSeq,2015/08/02
GCF_000169395.1,suppressed,Rhodobacteraceae bacterium HTCC2150,NCBI RefSeq,2020/01/05
GCF_000169495.1,replaced,Coxiella burnetii Q321,NCBI RefSeq,2010/11/18
GCF_000169595.1,suppressed,Ureaplasma urealyticum serovar 9 str. ATCC 33175,NCBI RefSeq,2020/11/28
GCF_000169995.1,suppressed,Vibrionales bacterium SWAT-3,NCBI RefSeq,2019/12/17
GCF_000170055.1,suppressed,Streptococcus pneumoniae SP9-BS68,NCBI RefSeq,2019/12/20
GCF_000170155.1,suppressed,Streptococcus pneumoniae SP23-BS72,NCBI RefSeq,2023/02/12
GCF_000170415.1,suppressed,Burkholderia pseudomallei DM98,NCBI RefSeq,2010/11/18
GCF_000170515.1,suppressed,Burkholderia pseudomallei B7210,NCBI RefSeq,2023/04/03
GCF_000170575.1,suppressed,Burkholderia pseudomallei NCTC 13177,NCBI RefSeq,2023/04/03
GCF_000170635.1,suppressed,candidate division TM7 single-cell isolate TM7a,NCBI RefSeq,2010/11/18
GCF_000170935.1,suppressed,Borreliella afzelii ACA-1,NCBI RefSeq,2010/11/18
GCF_000171475.1,suppressed,Haemophilus influenzae HK1212,NCBI RefSeq,2010/11/18
GCF_000171775.1,suppressed,Gemmata obscuriglobus UQM 2246,NCBI RefSeq,2022/09/25
GCF_000171835.1,suppressed,alpha proteobacterium BAL199,NCBI RefSeq,2019/12/17
GCF_000171875.1,suppressed,Flavobacteriales bacterium ALC-1,NCBI RefSeq,2019/12/14
GCF_000171935.1,suppressed,Escherichia coli O157:H7 str. EC4113,NCBI RefSeq,2023/06/21
GCF_000172195.1,suppressed,Helicobacter pylori HPKX_438_AG0C1,NCBI RefSeq,2010/11/18
GCF_000172255.1,suppressed,Borreliella burgdorferi 80a,NCBI RefSeq,2015/08/06
GCF_000172355.1,suppressed,Campylobacter jejuni subsp. jejuni BH-01-0142,NCBI RefSeq,2010/11/18
GCF_000172475.1,suppressed,Anaplasma marginale str. Mississippi,NCBI RefSeq,2019/12/20
GCF_000172635.1,replaced,Alteromonas macleodii ATCC 27126,NCBI RefSeq,2010/11/18
GCF_000172735.1,suppressed,Rhizobium etli 8C-3,NCBI RefSeq,2010/11/18
GCF_000172935.1,suppressed,Helicobacter pylori 98-10,NCBI RefSeq,2020/12/20
GCF_000172995.1,replaced,Halogeometricum borinquense DSM 11551,NCBI RefSeq,2010/11/18
GCF_000173035.1,suppressed,Geobacillus thermodenitrificans,NCBI RefSeq,2021/03/16
GCF_000173095.1,suppressed,Flavobacteria bacterium MS024-2A,NCBI RefSeq,2019/12/14
GCF_000173255.1,replaced,Lacticaseibacillus rhamnosus HN001,NCBI RefSeq,2010/11/18
GCF_000173795.1,suppressed,Catenibacterium mitsuokai DSM 15897,NCBI RefSeq,2022/02/12
GCF_000174395.1,replaced,Enterococcus faecium DO,NCBI RefSeq,2010/11/18
GCF_000174915.1,suppressed,Pseudomonas sp. UK4,NCBI RefSeq,2010/11/18
GCF_000175115.1,suppressed,Geobacter sp. M18,NCBI RefSeq,2010/11/18
GCF_000175215.1,replaced,Asticcacaulis excentricus CB 48,NCBI RefSeq,2010/11/18
GCF_000175315.1,replaced,Actinomyces viscosus C505,NCBI RefSeq,2010/11/18
GCF_000175415.1,suppressed,Arthrospira platensis str. Paraca,NCBI RefSeq,2010/11/18
GCF_000175795.1,replaced,Ruminiclostridium papyrosolvens DSM 2782,NCBI RefSeq,2010/11/18
GCF_000176295.1,suppressed,Enterococcus faecium D344SRF,NCBI RefSeq,2022/12/03
GCF_000176455.1,suppressed,Vibrio cholerae CT 5369-93,NCBI RefSeq,2015/08/18
GCF_000176555.1,replaced,Escherichia coli M605,NCBI RefSeq,2010/11/18
GCF_000176655.1,suppressed,Escherichia coli TA280,NCBI RefSeq,2010/11/18
GCF_000176755.1,suppressed,Neisseria elongata subsp. glycolytica ATCC 29315,NCBI RefSeq,2010/11/18
GCF_000176815.1,suppressed,Escherichia coli OP50,NCBI RefSeq,2010/11/18
GCF_000176855.1,replaced,Paracidovorax avenae ATCC 19860,NCBI RefSeq,2010/11/18
GCF_000176915.1,replaced,Pseudodesulfovibrio aespoeensis Aspo-2,NCBI RefSeq,2010/11/18
GCF_000177095.1,suppressed,Lactobacillus jensenii 208-1,NCBI RefSeq,2010/11/18
GCF_000177195.1,replaced,Streptomyces sp. SirexAA-E,NCBI RefSeq,2010/11/18
GCF_000177295.1,suppressed,Bacillus cereus SJ1,NCBI RefSeq,2019/08/13
GCF_000177655.1,replaced,Micromonospora sp. L5,NCBI RefSeq,2010/11/18
GCF_000177855.1,suppressed,Mycobacterium tuberculosis SUMu006,NCBI RefSeq,2010/11/18
GCF_000177955.1,suppressed,Mycobacterium tuberculosis SUMu011,NCBI RefSeq,2010/11/18
GCF_000178115.1,replaced,Ethanoligenens harbinense YUAN-3,NCBI RefSeq,2010/11/18
GCF_000178955.1,replaced,Granulicella mallensis MP5ACTX8,NCBI RefSeq,2010/11/18
GCF_000179535.1,replaced,Shewanella baltica OS183,NCBI RefSeq,2010/11/18
GCF_000179595.1,replaced,Acetivibrio cellulolyticus CD2,NCBI RefSeq,2010/11/18
GCF_000180115.1,suppressed,Clostridium cellulovorans 743B,NCBI RefSeq,2014/05/23
GCF_000180195.1,suppressed,Salmonella enterica subsp. enterica serovar Typhi str. 404ty,NCBI RefSeq,2010/11/18
GCF_000180255.1,suppressed,Salmonella enterica subsp. enterica serovar Typhi str. E02-1180,NCBI RefSeq,2019/08/13
GCF_000180295.1,suppressed,Salmonella enterica subsp. enterica serovar Typhi str. E98-2068,NCBI RefSeq,2010/11/18
GCF_000180355.1,suppressed,Salmonella enterica subsp. enterica serovar Typhi str. AG3,NCBI RefSeq,2010/11/18
GCF_000181575.1,replaced,Borreliella burgdorferi Bol26,NCBI RefSeq,2010/11/19
GCF_000181675.1,replaced,Bacillus anthracis str. Tsiankovskii-I,NCBI RefSeq,2010/11/19
GCF_000181735.1,suppressed,Escherichia coli O157:H7 str. EC4206,NCBI RefSeq,2023/05/16
GCF_000181855.1,replaced,Borreliella burgdorferi WI91-23,NCBI RefSeq,2010/11/19
GCF_000182345.1,suppressed,Vibrio parahaemolyticus Peru-466,NCBI RefSeq,2023/12/04
GCF_000182685.1,suppressed,Vibrio harveyi 1DA3,NCBI RefSeq,2023/02/12
GCF_000183025.1,suppressed,Moniliophthora perniciosa FA553,NCBI RefSeq,2010/11/22
GCF_000145315.1,replaced,Desulfovibrio sp. 3_1_syn3,NCBI RefSeq,2010/12/01
GCF_000165695.1,suppressed,Mycobacterium tuberculosis SUMu002,NCBI RefSeq,2019/12/17
GCF_000152105.1,suppressed,Mycobacterium tuberculosis SUMu001,NCBI RefSeq,2020/06/19
GCF_000168755.1,suppressed,Campylobacter jejuni subsp. jejuni 81-176,NCBI RefSeq,2019/08/12
GCF_000152145.1,suppressed,Oscillochloris trichoides DG-6,NCBI RefSeq,2023/02/22
GCF_000149105.1,suppressed,Lactobacillus iners LactinV 03V1-b,NCBI RefSeq,2020/06/30
GCF_000166515.1,suppressed,Pseudomonas fluorescens WH6,NCBI RefSeq,2022/12/29
GCF_000165885.1,suppressed,Lactobacillus crispatus CTV-05,NCBI RefSeq,2023/04/29
GCF_000002985.4,replaced,Caenorhabditis elegans,NCBI RefSeq,2010/12/14
GCF_000002035.3,replaced,Danio rerio,NCBI RefSeq,2010/12/15
GCF_000002255.3,suppressed,Macaca mulatta,NCBI RefSeq,2010/03/09
GCF_000001895.3,suppressed,Rattus norvegicus,NCBI RefSeq,2010/12/15
GCF_000001515.3,suppressed,Pan troglodytes,NCBI RefSeq,2010/12/15
GCF_000177855.2,suppressed,Mycobacterium tuberculosis SUMu006,NCBI RefSeq,2019/12/17
GCF_000177955.2,suppressed,Mycobacterium tuberculosis SUMu011,NCBI RefSeq,2019/12/17
GCF_000183865.1,suppressed,Listeria marthii FSL S4-120,NCBI RefSeq,2011/01/17
GCF_000186105.1,suppressed,Bacteroides sp. 3_1_40A,NCBI RefSeq,2023/07/17
GCF_000186325.1,suppressed,Dietzia cinnamea P4,NCBI RefSeq,2023/10/26
GCF_000185545.1,suppressed,Lachnospiraceae bacterium 8_1_57FAA,NCBI RefSeq,2019/12/14
GCF_000146605.1,replaced,Meleagris gallopavo,NCBI RefSeq,2011/02/24
GCF_000017445.2,replaced,Rickettsia rickettsii str. Iowa,NCBI RefSeq,2011/02/25
GCF_000153625.1,suppressed,Fusobacterium polymorphum ATCC 10953,NCBI RefSeq,2023/04/09
GCF_000186685.1,suppressed,Actinomyces sp. oral taxon 178 str. F0338,NCBI RefSeq,2017/04/14
GCF_014905235.1,suppressed,Bombyx mori,NCBI RefSeq,2020/11/19
GCF_015548975.1,suppressed,Ruminococcus bicirculans (ex Wegman et al. 2014),NCBI RefSeq,2023/07/25
GCF_015549455.1,suppressed,Alistipes putredinis,NCBI RefSeq,2022/10/06
GCF_015624625.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625705.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625795.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625995.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626595.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626335.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625115.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625275.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626575.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015624955.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625385.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625765.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625975.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015624925.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625865.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625745.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625325.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015625945.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015624675.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626435.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626425.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626105.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626305.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015626215.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015624985.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/22
GCF_015671185.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671285.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671655.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671075.1,suppressed,Enterococcus faecium,NCBI RefSeq,2023/08/23
GCF_015671945.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671445.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671865.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671915.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671925.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672495.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671645.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671765.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672175.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673415.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673555.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673825.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015671665.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673165.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672385.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673625.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672245.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672505.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015674035.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672905.1,suppressed,Providencia rettgeri,NCBI RefSeq,2023/04/08
GCF_015672825.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672865.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672105.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672795.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015674175.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673135.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675765.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672225.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673155.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675405.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015672185.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015673295.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015676095.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015676195.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015674885.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015674955.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675075.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015674165.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675025.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675085.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675655.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675785.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675355.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015676215.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015674755.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675165.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675875.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675455.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
GCF_015675565.1,suppressed,Escherichia coli,NCBI RefSeq,2020/11/26
